Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,10/02/2025,5105974605,Pierre Angulaire Limited,"£18,720.00"
Manchester City Council,1007,Corporate Services,Fees,11/02/2025,1908720243,Marston Group Limited,"£18,718.00"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,06/02/2025,5105974149,Redacted Personal Information,"£18,650.67"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,25/02/2025,5105977385,City Plumbing Supplies Holdings Ltd,"£18,644.33"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,27/02/2025,5105977813,Care Quality Commission,"£18,610.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729036,Kids Unlimited,"£18,603.60"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738932,Redacted Personal Information,"£18,600.00"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105976848,J.Hopkins (Contractors) Ltd.,"£18,543.50"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,21/02/2025,5105975594,The Mustard Tree,"£18,488.00"
Manchester City Council,1007,Corporate Services,Agency staff provision,10/02/2025,5105974321,Triad Resourcing,"£18,480.00"
Manchester City Council,1000,Manchester Leisure,Rents,21/02/2025,5105977020,Accommodation Links Ltd,"£18,451.29"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,12/02/2025,5105975525,St John's Catholic School,"£18,395.33"
Manchester City Council,1011,Chief Executives,Grant and subscriptions awarded,28/02/2025,5105974714,Shelter,"£18,350.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,18/02/2025,5105976593,Carrington Riding Centre,"£18,333.33"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,20/02/2025,5105976836,Carrington Riding Centre,"£18,333.33"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,20/02/2025,5105976837,Carrington Riding Centre,"£18,333.33"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,20/02/2025,5105976838,Carrington Riding Centre,"£18,333.33"
Manchester City Council,1000,Manchester Leisure,Equipment,28/02/2025,5105977221,Cromwell Polythene Limited,"£18,256.00"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,17/02/2025,5105975448,EQUANS Regeneration Limited,"£18,217.93"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974292,Waythrough,"£18,099.50"
Manchester City Council,1000,Manchester Leisure,External repairs and maintenance for buildings,12/02/2025,5105975624,Norman Ashworth Limited,"£18,095.00"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,10/02/2025,5105973742,Sumi Travel Ltd.,"£18,070.00"
Manchester City Council,1004,Childrens & Education Services,Professional fees,28/02/2025,5105976496,Breakthrough After School Club,"£18,025.00"
Manchester City Council,1012,Regeneration Finance,Professional fees,21/02/2025,5105973628,Jon Matthews Architects,"£18,000.00"
Manchester City Council,1012,Regeneration Finance,Professional fees,28/02/2025,5105978182,Jon Matthews Architects,"£18,000.00"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,11/02/2025,5105974915,Youbus Ltd,"£17,991.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738944,Inspire Childrens Services Ltd,"£17,926.99"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738943,Inspire Childrens Services Ltd,"£17,926.99"
Manchester City Council,1002,Hospitality + Trading Services,Electricity,27/02/2025,1908744609,Haven Power Ltd,"£17,924.36"
Manchester City Council,1000,Manchester Leisure,Responsive Repairs Work,25/02/2025,5105977515,Buckleys Property Services Ltd,"£17,865.63"
Manchester City Council,1000,Manchester Leisure,Rents,25/02/2025,5105977497,Eeven Homes Ltd.,"£17,718.29"
Manchester City Council,1000,Manchester Leisure,Security,14/02/2025,5105975619,Showsec International Ltd,"£17,698.55"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978107,Mill School,"£17,680.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725721,Halliwells Homes Ltd,"£17,670.57"
Manchester City Council,1000,Manchester Leisure,Rents,11/02/2025,5105975087,Eeven Homes Ltd.,"£17,624.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725767,Redacted Personal Information,"£17,608.00"
Manchester City Council,1000,Manchester Leisure,Rents,18/02/2025,5105976610,Eeven Homes Ltd.,"£17,580.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,13/02/2025,5105975517,Old Moat Youth Outreach Project,"£17,550.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,12/02/2025,5105975478,Old Moat Youth Outreach Project,"£17,550.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729318,Heaton Park View Nursery,"£17,523.00"
Manchester City Council,1012,Regeneration Finance,Legal Fees,26/02/2025,1908742220,Kings Chambers,"£17,500.00"
Manchester City Council,1004,Childrens & Education Services,Professional fees,20/02/2025,5105977053,The Movez Movement,"£17,465.77"
Manchester City Council,1004,Childrens & Education Services,Professional fees,20/02/2025,5105976835,The Movez Movement,"£17,465.77"
Manchester City Council,1004,Childrens & Education Services,Professional fees,04/02/2025,5105973949,The Movez Movement,"£17,465.77"
Manchester City Council,1004,Childrens & Education Services,Professional fees,10/02/2025,5105975043,The Movez Movement,"£17,465.77"
Manchester City Council,1007,Corporate Services,Professional Fees,28/02/2025,5105974053,Buttress,"£17,454.58"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,12/02/2025,5105975611,The Together Trust,"£17,385.32"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,28/02/2025,5105978197,Standard Fuels Oils,"£17,368.91"
Manchester City Council,1004,Childrens & Education Services,Court Fees,18/02/2025,1908734740,Liberata,"£17,280.00"
Manchester City Council,1007,Corporate Services,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£17,212.86"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729351,The Big Life Company,"£17,205.60"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,17/02/2025,5105976216,M\cr Heat Network Supply Co Ltd,"£17,186.00"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,24/02/2025,5105976636,Greater Manchester Mental Health,"£17,091.00"
Manchester City Council,1000,Manchester Leisure,External repairs and maintenance for buildings,10/02/2025,5105973714,A C Electrical (North) Limited,"£17,063.16"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908744605,Haven Power Ltd,"£17,062.05"
Manchester City Council,1000,Manchester Leisure,Legal Fees,03/02/2025,1908717814,Inaaya Solicitors,"£17,000.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,12/02/2025,5105975612,The Together Trust,"£16,965.10"
Manchester City Council,1004,Childrens & Education Services,Payments to Academie,12/02/2025,1908728660,Unity Community Primary School,"£16,927.60"
Manchester City Council,1002,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,28/02/2025,5105978083,Facultatieve Technologies Ltd,"£16,898.12"
Manchester City Council,1002,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,18/02/2025,5105976112,Facultatieve Technologies Ltd,"£16,898.12"
Manchester City Council,1004,Childrens & Education Services,Payments for services,26/02/2025,5105977563,Salford College,"£16,864.00"
Manchester City Council,1000,Manchester Leisure,Rents,11/02/2025,5105975089,Eeven Homes Ltd.,"£16,864.00"
Manchester City Council,1005,Adult Social Care,Third party payments relating to Voluntary Organisations,13/02/2025,5105974545,Manchester Action On Street Health,"£16,853.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,10/02/2025,5105975034,Quays Housing,"£16,777.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,13/02/2025,5105974230,Quays Housing,"£16,777.00"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974154,Rexel UK Ltd,"£16,725.75"
Manchester City Council,1001,Libraries and Theatres,Vehicle Plant Furniture and Equipment,13/02/2025,5105974398,Grantfen Fire & Security Ltd,"£16,699.84"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732746,Full Circle Care,"£16,695.67"
Manchester City Council,1005,Adult Social Care,Third party payments relating to Voluntary Organisations,13/02/2025,5105975918,Manchester Action On Street Health,"£16,686.08"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105976925,J.Hopkins (Contractors) Ltd.,"£16,661.35"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729109,Heaton Park View Nursery,"£16,592.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728773,Bertram Nursery Group,"£16,579.08"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,11/02/2025,5105975379,Progress Schools Ltd,"£16,546.00"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105976847,J.Hopkins (Contractors) Ltd.,"£16,540.20"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,11/02/2025,5105975357,Ove Arup & Partners Ltd,"£16,500.00"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,10/02/2025,5105974081,Rider Levett Bucknall UK Ltd,"£16,500.00"
Manchester City Council,1007,Corporate Services,Car Parking Permits,28/02/2025,5105974684,Patrol Bus Lanes,"£16,466.50"
Manchester City Council,1000,Manchester Leisure,Rents,17/02/2025,5105975166,K L Properties,"£16,435.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732695,Progressive Care Ltd,"£16,401.45"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738939,Hexagon Care Services Limited,"£16,322.65"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,07/02/2025,5105974796,Manchester Bangladeshi Womens Organ,"£16,320.00"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,20/02/2025,5105976711,Breakthrough Uk Ltd,"£16,320.00"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,28/02/2025,5105976902,Standard Fuels Oils,"£16,318.34"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728649,Tiddlywinks Day Nursery Ltd,"£16,215.30"
Manchester City Council,1007,Corporate Services,Elec Car L-VAT contr,10/02/2025,1908725910,Northumbria Healthcare NHS FT,"£16,205.48"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Fees,06/02/2025,5105974023,Rexel UK Ltd,"£16,202.19"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744595,Haven Power Ltd,"£16,201.10"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,11/02/2025,5105975120,Standard Fuels Oils,"£16,160.26"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,28/02/2025,5105973919,Standard Fuels Oils,"£16,155.56"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725764,Roc Northwest Ltd,"£16,137.32"
Manchester City Council,1000,Manchester Leisure,Rents,28/02/2025,5105977462,K L Properties,"£16,112.00"
Manchester City Council,1004,Childrens & Education Services,Pay School Budget,12/02/2025,1908728602,Martenscroft Nursery School,"£16,089.60"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729333,Kids Planet,"£16,043.00"
Manchester City Council,1011,Chief Executives,Legal Fees,21/02/2025,1908739071,Warwickshire County Council,"£16,041.18"
Manchester City Council,1001,Libraries and Theatres,Vehicle Plant Furniture and Equipment,20/02/2025,5105976966,H Jenkinson & Co Ltd.,"£16,025.82"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744581,Haven Power Ltd,"£16,009.24"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,12/02/2025,5105975490,SMS Coaching Ltd,"£16,000.00"
Manchester City Council,1026,Insurance Fund,Insurance,11/02/2025,1908727029,Serious Injury Law,"£16,000.00"
Manchester City Council,1003,Environment and Operations,Construction Works,20/02/2025,5105976515,J.Hopkins (Contractors) Ltd.,"£15,988.04"
Manchester City Council,1007,Corporate Services,Professional fees,10/02/2025,5105973791,Turner & Townsend Project,"£15,926.85"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728818,Kids Around The Clock,"£15,847.65"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£15,843.20"
Manchester City Council,1012,Regeneration Finance,Professional fees,28/02/2025,5105977529,Steer Davies & Geave Limited,"£15,840.00"
Manchester City Council,1005,Adult Social Care,Payments for services,14/02/2025,1908733296,Bodey Medical Centre,"£15,800.30"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725775,Resilience Residential Services,"£15,771.36"
Manchester City Council,1000,Manchester Leisure,Electricity,21/02/2025,5105977114,Wythenshawe Forum Trust Ltd,"£15,710.27"
Manchester City Council,1000,Manchester Leisure,Electricity,21/02/2025,5105977112,Wythenshawe Forum Trust Ltd,"£15,710.27"
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,28/02/2025,5105977821,F Parkinson Limited,"£15,673.95"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746029,Meadows Care Ltd,"£15,655.00"
Manchester City Council,1005,Adult Social Care,Supporting People Payments,12/02/2025,5105975003,Great Places Housing Association,"£15,639.85"
Manchester City Council,1000,Manchester Leisure,Rents,21/02/2025,5105975780,Accommodation Links Ltd,"£15,568.57"
Manchester City Council,1007,Corporate Services,Fees,14/02/2025,1908714462,Newlyn Plc,"£15,523.87"
Manchester City Council,1000,Manchester Leisure,Security,12/02/2025,5105975616,Showsec International Ltd,"£15,511.36"
Manchester City Council,1000,Manchester Leisure,Rents,05/02/2025,5105974254,The Whiteluck Group,"£15,498.00"
Manchester City Council,1000,Manchester Leisure,Rents,24/02/2025,5105976594,K L Properties,"£15,470.00"
Manchester City Council,1005,Adult Social Care,Day Care Payments,04/02/2025,5105973903,Age UK Manchester,"£15,461.56"
Manchester City Council,1000,Manchester Leisure,Rents,13/02/2025,5105975775,Accommodation Links Ltd,"£15,455.00"
Manchester City Council,1004,Childrens & Education Services,Internal Repairs and Maintenance for buildings,21/02/2025,5105977165,NU3PS,"£15,417.95"
Manchester City Council,1000,Manchester Leisure,Rents,28/02/2025,5105977461,K L Properties,"£15,287.81"
Manchester City Council,1007,Corporate Services,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£15,266.52"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£15,226.28"
Manchester City Council,1000,Manchester Leisure,Electricity,21/02/2025,5105977124,Wythenshawe Forum Trust Ltd,"£15,203.49"
Manchester City Council,1000,Manchester Leisure,Electricity,21/02/2025,5105977121,Wythenshawe Forum Trust Ltd,"£15,203.49"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728593,Little Spuds Day Nursery,"£15,167.80"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105975377,Broadstones Independent Special Sch,"£15,134.67"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105975375,Broadstones Independent Special Sch,"£15,134.67"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105974840,Broadstones Independent Special Sch,"£15,134.67"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105975376,Broadstones Independent Special Sch,"£15,134.67"
Manchester City Council,1000,Manchester Leisure,Refuse Collection,17/02/2025,5105974792,Biffa Municipal Limited,"£15,103.33"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729202,Small Wonders Pdn Ltd,"£15,042.10"
Manchester City Council,1007,Corporate Services,Fees,26/02/2025,1908714414,CDER GROUP LIMITED,"£15,028.79"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,28/02/2025,5105975577,Something To Aim For,"£15,000.00"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,17/02/2025,5105974966,GMPA,"£15,000.00"
Manchester City Council,1012,Regeneration Finance,Professional fees,07/02/2025,5105974775,Inakalum UK Limited,"£15,000.00"
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,24/02/2025,1908740220,H M Revenues and Customs,"£15,000.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,21/02/2025,5105976135,Barlow Moor Community Association,"£15,000.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,05/02/2025,5105974374,On The Out CIC,"£15,000.00"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,11/02/2025,5105975351,Ramboll UK Limited,"£15,000.00"
Manchester City Council,1002,Hospitality + Trading Services,Compensation Payments,28/02/2025,1908746088,Thompsons Solicitors,"£15,000.00"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,14/02/2025,5105974181,Pell Frischmann Consultants Ltd,"£14,977.14"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725763,Roc Northwest Ltd,"£14,945.90"
Manchester City Council,1010,Housing Revenue Account,Gas,27/02/2025,1908744234,SEFE ENERGY Ltd,"£14,938.11"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,26/02/2025,5105977509,Xaverian College,"£14,929.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908739012,New Moon Residential,"£14,928.49"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729126,Kids Planet Wythenshawe,"£14,899.64"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£14,890.05"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978092,Progress Schools Ltd,"£14,857.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729410,Tarbiyah Nurseries Ltd,"£14,850.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746048,Care Today Childrens Services,"£14,770.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738942,Care Today Childrens Services,"£14,770.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738941,Care Today Childrens Services,"£14,770.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746057,Care Today Childrens Services,"£14,770.57"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728901,Tiddlywinks Day Nursery Ltd Ancoats,"£14,628.60"
Manchester City Council,1009,Housing General Fund,Building Works,28/02/2025,1908745849,UPS Building & Maintenance Ltd,"£14,602.65"
Manchester City Council,1004,Childrens & Education Services,Professional fees,17/02/2025,5105976372,Remedi,"£14,583.33"
Manchester City Council,1004,Childrens & Education Services,Grant and subscriptions awarded,28/02/2025,5105977251,Remedi,"£14,583.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729222,Tiddlywinks Nursery-Clayton No.4 Ac,"£14,581.20"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728544,DeeDee's Childcare Limited,"£14,581.20"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,21/02/2025,5105976785,Manchester Womens Aid,"£14,576.91"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,07/02/2025,1908722589,HATS Group Ltd,"£14,563.59"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,17/02/2025,5105975447,EQUANS Regeneration Limited,"£14,522.88"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729320,Hillcity Day Nursery,"£14,499.10"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974294,Waythrough,"£14,495.83"
Manchester City Council,1011,Chief Executives,Postage,28/02/2025,5105977046,Whistl North Ltd,"£14,488.13"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978078,Progress Schools Ltd,"£14,469.34"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746030,Meadows Care Ltd,"£14,450.00"
Manchester City Council,1004,Childrens & Education Services,Professional fees,26/02/2025,1908742840,Cambridge Education,"£14,424.89"
Manchester City Council,1004,Childrens & Education Services,Grant and subscriptions awarded,25/02/2025,5105977146,N-Gage Project,"£14,416.75"
Manchester City Council,1004,Childrens & Education Services,Grant and subscriptions awarded,25/02/2025,5105977156,N-Gage Project,"£14,416.75"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732665,Complete Children's Care Ltd,"£14,400.00"
Manchester City Council,1007,Corporate Services,Fees,14/02/2025,1908714457,Newlyn Plc,"£14,389.40"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,07/02/2025,5105973887,Tobit Curteis Associates LLP,"£14,358.00"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,28/02/2025,5105976366,Mace Ltd,"£14,297.03"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,21/02/2025,5105976782,Manchester Womens Aid,"£14,284.83"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,12/02/2025,5105975367,Boxyard Ltd,"£14,275.00"
Manchester City Council,1007,Corporate Services,Security,21/02/2025,5105977129,Constellia Public Ltd,"£14,251.28"
Manchester City Council,1005,Adult Social Care,Supporting People Payments,04/02/2025,5105973631,Richmond Fellowship,"£14,222.52"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,14/02/2025,5105976070,New City Cars Ltd,"£14,199.00"
Manchester City Council,1007,Corporate Services,Hire of Equipment,14/02/2025,5105975399,Flowbird Smart City Uk Ltd,"£14,193.93"
Manchester City Council,1013,Highways Services,Payments to Sub-Contractors,24/02/2025,5105976989,Clearway Drainage Systems Ltd,"£14,160.00"
Manchester City Council,1011,Chief Executives,Counsel Costs,27/02/2025,1908745574,DEANS COURT CHAMBERS,"£14,150.00"
Manchester City Council,1007,Corporate Services,Fees,26/02/2025,1908724334,Newlyn Plc,"£14,112.74"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908744607,Haven Power Ltd,"£14,093.55"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729130,Monkey Puzzle Day Nursery,"£14,078.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729128,Kids Around The Clock,"£14,078.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729297,Network Nurseries Limited,"£14,060.88"
Manchester City Council,1000,Manchester Leisure,Payments to Sub-Contractors,17/02/2025,5105975481,Arboricultural Services Treework,"£14,050.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728572,Hillcity Day Nursery,"£14,036.50"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729210,Superkids Levenshulme Ltd,"£14,036.50"
Manchester City Council,1003,Environment and Operations,Construction Works,20/02/2025,5105976512,J.Hopkins (Contractors) Ltd.,"£14,035.86"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974260,Waythrough,"£14,033.24"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,11/02/2025,5105975426,Safe Start School Ltd,"£14,000.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105975655,Safe Start School Ltd,"£14,000.00"
Manchester City Council,1012,Regeneration Finance,Professional Fees,28/02/2025,5105977495,Place Partners Ltd,"£14,000.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978172,Roe Lee Park Primary School,"£13,995.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746045,Care Today Childrens Services,"£13,977.90"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746055,Care Today Childrens Services,"£13,977.90"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728890,Superkids Levenshulme Ltd,"£13,932.00"
Manchester City Council,1000,Manchester Leisure,Special Event,20/02/2025,5105976006,Space Stage Ltd,"£13,931.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,27/02/2025,5105977988,H.G. Care Services Ltd,"£13,920.25"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,04/02/2025,5105973861,Navigators College,"£13,908.96"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,18/02/2025,5105976602,St Thomas More RC College,"£13,886.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728865,Paint Pots (Manchester) Ltd,"£13,873.95"
Manchester City Council,1000,Manchester Leisure,Rents,05/02/2025,5105974255,The Whiteluck Group,"£13,793.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,21/02/2025,5105977110,Stepping Stone Projects,"£13,750.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,21/02/2025,5105977141,Stepping Stone Projects,"£13,750.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728760,Christies Day Nursery,"£13,699.80"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908744082,M\cr Heat Network Supply Co Ltd,"£13,608.29"
Manchester City Council,1002,Hospitality + Trading Services,Contract Cleaning External,13/02/2025,5105974798,Biffa Municipal Limited,"£13,605.40"
Manchester City Council,1005,Adult Social Care,Payments for services,11/02/2025,5105974419,Morelife (UK) Ltd,"£13,601.33"
Manchester City Council,1005,Adult Social Care,Payments for services,28/02/2025,5105977980,Morelife (UK) Ltd,"£13,601.33"
Manchester City Council,1000,Manchester Leisure,Security,13/02/2025,5105975613,Showsec International Ltd,"£13,589.44"
Manchester City Council,1000,Manchester Leisure,Security,28/02/2025,5105975835,Showsec International Ltd,"£13,589.44"
Manchester City Council,1000,Manchester Leisure,Security,12/02/2025,5105975615,Showsec International Ltd,"£13,589.44"
Manchester City Council,1000,Manchester Leisure,Security,19/02/2025,5105975830,Showsec International Ltd,"£13,589.44"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729148,Maple House Day Nursery,"£13,575.60"
Manchester City Council,1004,Childrens & Education Services,Payments for services,19/02/2025,5105976694,H.G. Care Services Ltd,"£13,567.15"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105976924,J.Hopkins (Contractors) Ltd.,"£13,564.75"
Manchester City Council,1007,Corporate Services,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£13,537.76"
